"","pos","name","date","time","map"
"21470","1","Lofas","22/09/13","20.714","c1jumps7"
"21471","1","Lofas","17/07/14","13.364","c1jumps8"
"21472","1","n00k!e","14/03/14","12.792","c1jumps9"
"21473","1","KroPP","02/06/14","44.256","c1mm"
"21474","1","KroPP","02/04/15","20.112","c1speed24"
"21476","1","n00k!e","08/08/13","9.986","cagejump"
"21478","1","n00k!e","29/01/14","34.596","calijump1"
"21479","1","KroPP","13/06/14","31.525","canyonjump"
"21480","1","Lofas","25/11/15","8.586","carmjumpz1"
"21482","1","_PLAY_","22/01/15","6.974","carmjumpz2"
"21484","1","prd","28/01/16","24.436","carmjumpz3"
"21485","1","nowicjusz","05/03/13","55.430","carmjumpz4"
"21486","1","KroPP","13/01/16","23.970","carmjumpz5"
"21488","1","Stoner","04/12/15","55.084","carmjumpz6"
"21489","1","Lofas","31/08/13","7.809","carmjumpz7"
"21491","1","APKIS","28/07/15","42.003","carmjumpz8"
"21492","1","prd","03/08/16","10.558","carnage_jumps1"
"21494","1","Goblin","14/02/16","10.758","carnage_jumps2"
"21496","1","n00k!e","02/07/13","17.338","carnage_jumps3"
"21498","1","santher","28/10/14","14.882","carnage_jumps4"
"21500","1","ds.ads","05/10/12","6.485","carnage_jumps5"
"21502","1","prd","03/08/16","6.424","carnage_jumps6"
"21504","1","yogurt","20/07/16","8.623","carnage_jumps7"
"21506","1","APKIS","05/08/15","19.793","carnage_jumps8"
"21507","1","prd","04/12/14","21.001","carnage_jumps9"
"21509","1","Lofas","03/12/15","198.387","castlejumps"
"21510","1","Lofas","06/07/13","34.140","castro1"
"21512","1","n00k!e","13/05/13","28.804","castro2"
"21513","1","Lofas","24/07/13","20.202","castro3"
"21514","1","Lofas","01/08/13","13.399","castro4"
"21516","1","n00k!e","22/09/15","36.454","castro_league_1"
"21517","1","prd","06/05/16","21.571","castrocross"
"21519","1","Lofas","13/05/13","39.034","castrocross2"
"21521","1","prd","14/02/17","40.339","castrocross3"
"21523","1","Lofas","26/11/14","25.172","castrocrosseat"
"21525","1","Castro","07/11/15","29.171","castroeat"
"21526","1","KroPP","15/08/14","20.078","castroeat2"
"21527","1","KroPP","27/06/13","51.356","castroeat3"
"21528","1","Lofas","25/01/16","19.625","castroeat4"
"21530","1","KroPP","31/12/13","40.599","castroeat7"
"21532","1","KroPP","21/02/15","92.263","castroenduro1"
"21533","1","KroPP","15/10/13","21.334","castrojump1"
"21535","1","n00k!e","06/12/13","23.038","castronew1"
"21536","1","Lofas","19/03/15","17.891","castronew2"
"21538","1","n00k!e","21/02/14","38.610","castronew3"
"21540","1","prd","03/12/15","4.743","castrorace"
"21542","1","ace","14/04/17","4.776","castrorace2"
"21544","1","ToRc}{","14/09/14","2.865","cat2"
"21546","1","n00k!e","11/05/13","36.330","cat2bored1"
"21547","1","prd","23/03/16","15.547","catmap1"
"21549","1","Lofas","07/09/14","28.646","catmap2"
"21551","1","n00k!e","11/10/15","20.812","cautionjumpz1"
"21553","1","KroPP","02/01/15","17.257","celljump"
"21554","1","n00k!e","04/11/15","29.011","check9b"
"21556","1","KroPP","09/01/15","48.799","cheesyjump1"
"21557","1","Goblin","30/06/15","26.197","chickens"
"21559","1","prd","20/01/16","13.959","chooj_jump3"
"21561","1","APKIS","05/08/15","16.677","chooj_jump4"
"21562","1","prd","08/09/15","12.594","chooj_jump5"
"21564","1","yogurt","24/07/16","28.978","chooj_jump6"
"21565","1","prd","20/08/15","59.170","chooj_jump7"
"21566","1","n00k!e","13/05/13","22.690","chooj_jump8"
"21568","1","APKIS","21/09/15","45.606","chooj_jump9"
"21570","1","Lofas","01/09/13","18.138","chooj_jumps1"
"21572","1","KroPP","09/09/15","24.586","chooj_jumps2"
"21574","1","Lofas","26/11/15","44.165","chopper1"
"21576","1","KroPP","10/04/13","31.998","cityjump1"
"21577","1","Lofas","16/06/13","1.672","cja"
"21579","1","prd","15/05/17","17.292","cjmp1"
"21581","1","KroPP","04/10/15","2.997","cjmps1"
"21583","1","Lofas","16/07/13","2.916","cjmps3"
"21584","1","Goblin","21/02/16","9.692","cjtryout2"
"21586","1","KroPP","01/11/14","132.800","cjumps1"
"21587","1","prd","01/11/15","5.949","ckjump2"
"21589","1","ds.ads","01/02/13","9.287","ckjump3"
"21591","1","Lofas","14/12/12","25.935","cliffhanger"
"21593","1","KroPP","01/01/15","24.783","clipzjump1"
"21594","1","APKIS","05/08/15","31.356","clipzjump2"
"21596","1","n00k!e","06/02/14","17.958","clipzjump3"
"21597","1","Stoner","18/12/15","51.341","clipzjump4"
"21598","1","KroPP","09/06/14","22.676","clipzjump5a"
"21599","1","santher","06/04/14","34.657","clipzjump6"
"21600","1","prd","09/01/17","51.856","clipzratrace"
"21602","1","APKIS","05/02/16","90.672","clipzratrace2"
"21604","1","prd","17/01/17","5.878","cnslong"
"21606","1","prd","12/08/15","8.247","coantartic1"
"21608","1","PRO-kypop","17/03/17","3.427","cobra1"
"21610","1","APKIS","28/07/15","30.088","corejumps1"
"21611","1","APKIS","30/07/15","17.070","corejumps2"
"21612","1","n00k!e","10/03/12","23.500","cosjumpz"
"21613","1","Lofas","17/11/13","77.613","crazjump"
"21614","1","KroPP","05/06/14","46.279","crazjump2a"
"21615","1","KroPP","21/08/15","32.975","crazy1"
"21616","1","n00k!e","04/05/14","36.984","crazy2"
"21617","1","n00k!e","25/02/14","20.858","crazy2a"
"21618","1","Lofas","22/03/14","231.638","crazy3"
"21619","1","n00k!e","11/03/14","34.698","crazy4"
"21620","1","prd","05/04/16","24.827","crazy5"
"21622","1","KroPP","14/11/12","37.135","crazy6"
"21623","1","EnZ","10/06/12","4.743","crazy8"
"21625","1","KroPP","27/08/15","95.801","crazyjump10"
"21626","1","prd","14/07/16","22.687","crossjump"
"21627","1","Lofas","29/11/14","29.790","crossrace1"
"21629","1","KroPP","07/02/15","97.846","csojump_b6"
"21630","1","Stoner","04/04/12","20.764","cubejumps1"
"21631","1","ds.ads","19/11/12","45.271","cuda_j1"
"21633","1","Lofas","10/07/12","39.724","cudararejump"
"21634","1","royce","05/11/16","59.685","d3ljump1"
"21635","1","KroPP","26/04/13","51.832","d3ljump10"
"21636","1","prd","17/08/16","31.338","d3ljump2a"
"21637","1","KroPP","01/01/16","150.133","d3ljump3a"
"21639","1","APKIS","12/10/15","51.561","d3ljump4"
"21640","1","prd","01/02/17","27.672","d3ljump5"
"21641","1","Goblin","27/10/15","11.832","d3ljump6"
"21642","1","prd","23/03/17","47.466","d3ljump6b"
"21643","1","Lofas","14/12/12","64.410","d3ljump7"
"21644","1","Castro","10/12/15","91.901","d3ljump8a"
"21645","1","KroPP","23/05/14","54.538","d3ljump9"
"21646","1","yogurt","15/04/17","6.361","d3m0n_njump"
"21648","1","prd","01/10/16","16.513","dafire1"
"21650","1","APKIS","06/08/15","20.243","dafire2"
"21652","1","prd","28/09/16","20.514","dan_race"
"21654","1","Castro","02/04/14","6.134","dan_slide"
"21656","1","KroPP","12/06/14","51.642","danjumps2"
"21657","1","(MCS)Faderjok","21/07/13","51.628","danjumps5"
"21659","1","prd","14/10/15","7.860","darkjump1"
"21661","1","KroPP","11/01/16","22.111","ddjump"
"21663","1","KroPP","28/06/13","23.539","ddjump1"
"21665","1","Lofas","07/11/13","46.454","ddjump10"
"21666","1","APKIS","05/02/16","20.289","ddjump11"
"21668","1","Lofas","28/07/13","38.607","ddjump12"
"21670","1","Lofas","17/06/14","37.260","ddjump2a"
"21672","1","KroPP","14/01/14","34.597","ddjump3"
"21674","1","KroPP","05/06/14","46.205","ddjump4"
"21676","1","KroPP","06/01/15","24.304","ddjump5"
"21678","1","KroPP","19/12/15","48.217","ddjump6"
"21679","1","APKIS","20/04/15","42.244","ddjump7"
"21680","1","Lofas","18/08/13","45.818","ddjump8"
"21681","1","Lofas","28/02/13","46.149","ddjump9"
"21682","1","ace","30/03/17","8.580","ddrace"
"21684","1","Castro","22/04/14","5.645","ddrace_ice"
"21686","1","Lofas","25/09/14","76.786","death_jump01_easy"
"21688","1","Goblin","27/10/15","5.026","decerjump1"
"21690","1","PRO-kypop","22/03/17","3.155","decerjump2a"
"21692","1","KroPP","07/05/14","18.049","decerjump3"
"21694","1","cr33pz","26/10/14","10.402","decerjump4"
"21696","1","ds.ads","17/11/12","51.596","decerjump5"
"21698","1","Lofas","18/06/13","7.469","decerjump6"
"21700","1","KroPP","02/05/15","23.924","decino2box"
"21702","1","Lofas","29/03/13","64.823","decinojump1"
"21703","1","Goblin","14/02/16","128.804","decinojump10"
"21705","1","KroPP","17/01/15","10.149","decinojump11"
"21707","1","Lofas","05/01/17","54.389","decinojump12"
"21708","1","Cr4zy","15/07/12","3.641","decinojump13"
"21710","1","Lofas","18/12/13","14.227","decinojump14"
"21712","1","KroPP","03/12/14","9.696","decinojump15"
"21714","1","KroPP","23/04/14","9.825","decinojump16"
"21716","1","prd","28/11/15","9.877","decinojump17"
"21718","1","Lofas","20/10/12","21.374","decinojump18"
"21719","1","APKIS","10/08/15","16.878","decinojump19"
"21721","1","n00k!e","09/03/14","24.182","decinojump2"
"21722","1","Lofas","03/01/16","92.681","decinojump3"
"21723","1","GreenJumper","15/06/14","79.250","decinojump4"
"21725","1","RoN!N","19/05/14","76.817","decinojump5"
"21726","1","Lofas","28/10/13","16.015","decinojump6"
"21728","1","Stoner","17/07/12","14.751","decinojump7"
"21730","1","(MCS)Faderjok","05/12/12","45.656","decinojump8"
"21732","1","prd","06/02/16","6.013","decinojump9"
"21734","1","Lofas","21/10/13","16.349","dedicate_jump"
"21735","1","ace","29/11/16","29.816","demijump"
"21736","1","Lofas","29/03/14","10.194","demojump1"
"21738","1","Killa","21/05/17","8.965","demon_cj"
"21740","1","KroPP","05/12/12","62.997","demonjump"
"21741","1","Goblin","07/03/16","10.463","denjump"
"21743","1","ace","25/10/16","17.967","denjump2"
"21745","1","ace","11/12/16","5.806","denjump3"
"21747","1","g0rky","17/12/12","9.521","desjump2e"
"21748","1","KroPP","12/11/15","26.897","devilc"
"21749","1","Lofas","22/07/14","26.275","dfwjump1b"
"21750","1","APKIS","25/02/16","32.242","diablojumps"
"21751","1","Stoner","11/12/12","20.291","diablojumps2r"
"21753","1","KroPP","26/05/14","20.479","dijump1"
"21755","1","n00k!e","24/11/13","84.380","direkjumps"
"21756","1","ace","17/04/15","10.771","direkjumps2"
"21758","1","Lofas","28/08/13","40.004","direkjumps3"
"21760","1","Lofas","06/02/14","82.813","direkjumps4"
"21762","1","KroPP","05/07/14","41.416","div1final2014"
"21763","1","n00k!e","08/06/14","25.366","div2_final_2014"
"21765","1","_PLAY_","11/01/17","9.981","dj_half_pipe"
"21767","1","prd","12/01/17","9.939","dj_ice_tiers"
"21768","1","quazilin","01/06/13","17.800","dj_mars_3_way"
"21769","1","KroPP","25/08/15","115.848","dj_n_kropp_scs1"
"21770","1","prd","26/03/17","19.235","dj_speedway1"
"21772","1","prd","13/10/16","23.236","dj_speedway2"
"21774","1","prd","25/10/16","39.423","dj_speedway3"
"21776","1","KroPP","16/12/12","29.877","dkor"
"21777","1","KroPP","19/11/14","58.957","dockjump1"
"21778","1","Castro","07/12/15","24.862","domination"
"21780","1","KroPP","23/01/15","37.910","dontfall"
"21781","1","KroPP","29/04/13","20.410","dope1"
"21783","1","Castro","17/12/15","26.328","dope2"
"21785","1","Goblin","25/02/16","19.700","dope3"
"21787","1","Lofas","27/02/16","116.307","dopjump"
"21789","1","KroPP","21/11/14","125.827","dopjump2"
"21790","1","KroPP","17/01/15","23.403","downed"
"21791","1","Lofas","22/07/14","24.660","drachsjump1a"
"21792","1","n00k!e","27/04/15","16.563","drachsjump1b"
"21793","1","KroPP","03/03/16","55.061","drachsjump1b7a"
"21794","1","Lofas","08/07/15","9.439","drachsjump2b1"
"21795","1","KroPP","26/03/15","32.621","drachsrace1"
"21797","1","KroPP","01/04/15","33.699","drachsrace1a"
"21798","1","Lofas","17/02/13","47.479","draxi1"
"21799","1","Lofas","19/08/13","18.898","draxi10"
"21800","1","Lofas","28/07/12","32.479","draxi2"
"21801","1","KroPP","22/05/13","33.059","draxi3"
"21802","1","KroPP","17/03/15","23.942","draxi4"
"21803","1","KroPP","02/04/15","23.107","draxi5"
"21804","1","Lofas","24/09/13","55.018","draxi6"
"21805","1","KroPP","23/01/15","18.804","draxi7"
"21806","1","Lofas","25/11/15","16.784","draxi8"
"21807","1","ds.ads","01/02/13","14.386","draxi9"
"21809","1","prd","28/11/15","23.386","draxi_run01"
"21810","1","prd","01/12/16","16.535","draxi_run02"
"21811","1","n00k!e","30/05/13","8.272","drdm4"
"21813","1","ace","21/11/14","26.785","dsoq2"
"21814","1","n00k!e","23/07/14","22.116","dukeysjump1"
"21816","1","KroPP","11/09/15","65.475","dungeon"
"21817","1","prd","30/08/15","9.660","dxjump1"
"21819","1","Stoner","15/10/15","12.644","dxjump2"
"21821","1","Castro","04/11/14","35.708","easyjumps"
"21822","1","Goblin","21/08/13","6.319","easymap"
"21824","1","prd","25/02/15","17.059","easyrace"
"21826","1","n00k!e","25/01/14","20.021","ecjump5"
"21827","1","Lofas","12/03/14","48.995","ecljump1"
"21829","1","KroPP","01/02/13","20.959","ecljump10"
"21831","1","KroPP","28/05/14","38.466","ecljump11"
"21832","1","n00k!e","26/12/15","58.210","ecljump14"
"21833","1","KroPP","30/08/15","83.634","ecljump2"
"21834","1","KroPP","21/11/14","40.419","ecljump3"
"21835","1","ds.ads","31/10/12","266.116","ecljump4"
"21836","1","KroPP","15/06/14","34.546","ecljump6"
"21837","1","Skyline","31/10/13","23.132","ecljump7"
"21839","1","prd","12/09/16","11.397","ecljump8"
"21841","1","Stoner","17/03/13","18.787","ecljump9"
"21842","1","KroPP","25/04/15","52.765","ecllv2"
"21843","1","KroPP","03/08/13","80.327","edge_easy"
"21845","1","KroPP","02/09/13","62.634","edge_easy2"
"21847","1","KroPP","29/08/13","136.143","edge_good_jumps"
"21849","1","KroPP","06/08/13","91.770","edge_hard"
"21850","1","KroPP","02/09/13","20.538","edge_hard2"
"21852","1","n00k!e","10/08/13","28.870","edge_leet"
"21853","1","KroPP","06/08/13","100.475","edge_medium"
"21855","1","KroPP","05/09/13","39.065","edge_medium2"
"21857","1","TeiOch^[tLk]","16/09/13","25.854","edge_rocket"
"21859","1","Lofas","07/10/15","11.370","edit1"
"21861","1","Lofas","15/02/13","43.141","edvinjump"
"21863","1","KroPP","25/08/15","34.661","edvinjump2"
"21864","1","Lofas","27/07/12","10.785","edvinjump3"
"21865","1","KroPP","15/08/15","26.607","edvinjump4"
"21866","1","santher","10/02/13","15.836","edvinjump5"
"21868","1","Goblin","16/04/17","9.353","edvinjump6"
"21870","1","ace","12/03/17","47.775","edvinjump7"
"21871","1","KroPP","05/09/15","32.623","edvinjump8"
"21872","1","Castro","26/02/14","19.763","edvinjump9"
"21873","1","KroPP","04/12/14","13.425","egjump1"
"21875","1","prd","08/11/16","39.371","egyptrace1"
"21877","1","KroPP","10/11/12","29.795","egyptrace3"
"21879","1","KroPP","20/10/12","31.246","egyptrace4"
"21881","1","Castro","21/03/14","7.643","ej1"
"21882","1","n00k!e","11/10/15","17.300","ejump3"
"21884","1","g0rky","25/09/13","17.744","eljump1"
"21885","1","cr33pz","30/03/15","4.744","eminencejump"
"21887","1","Lofas","09/08/13","6.507","enver1"
"21889","1","KroPP","29/02/16","23.789","enver2"
"21891","1","RoN!N","18/07/14","20.341","enver3"
"21893","1","ace","14/02/17","11.190","epicjump2"
"21895","1","APKIS","12/03/15","33.250","esjumps"
"21896","1","Lofas","23/01/16","28.948","esjumps2"
"21897","1","yogurt","27/07/16","10.168","esjumps3"
"21898","1","santher","28/07/12","41.334","esjumps3b"
"21899","1","KroPP","28/03/16","37.963","esjumps4"
"21900","1","KroPP","14/01/16","78.068","esjumps5"
"21901","1","n00k!e","03/04/15","54.048","esjumps6"
"21902","1","Lofas","09/07/13","138.266","esughhjumps"
"21903","1","KroPP","11/08/15","778.658","eternity"
"21904","1","KroPP","20/06/15","132.954","eternity01"
"21905","1","KroPP","22/06/15","148.943","eternity02"
"21906","1","KroPP","29/06/15","137.429","eternity03"
"21907","1","APKIS","14/07/15","182.188","eternity04"
"21908","1","Stoner","21/09/12","11.730","etwjump1"
"21910","1","KroPP","05/06/14","17.197","etwjump2"
"21912","1","KroPP","05/06/14","22.589","etwjump3b"
"21914","1","KroPP","03/10/15","32.489","etwjump4"
"21915","1","(MCS)Faderjok","01/10/13","30.065","etwjump5"
"21916","1","ds.ads","03/10/12","24.419","etwjump6"
"21918","1","KroPP","17/05/14","29.526","etwjump6a"
"21919","1","KroPP","20/09/15","85.334","etwjump7"
"21920","1","KroPP","21/11/14","10.139","ever"
"21922","1","GreenJumper","16/03/14","10.912","everjump1"
"21923","1","GreenJumper","03/02/14","63.205","everjump2"
"21924","1","ds.ads","04/03/14","49.098","everjump3"
"21925","1","(MCS)Faderjok","26/11/12","74.423","everjump4"
"21926","1","Stoner","26/12/15","44.815","everjump5"
"21927","1","KroPP","10/09/15","31.668","everjump6"
"21928","1","SBL","19/06/14","34.336","everlast3"
"21929","1","Tig","15/06/12","68.026","everlast7"
"21930","1","KroPP","22/12/15","37.473","everlast8"
"21931","1","KroPP","23/06/14","9.190","exjump1"
"21933","1","n00k!e","16/11/14","25.161","exjumping"
"21934","1","n00k!e","08/05/13","18.839","exjumping2"
"21935","1","prd","12/07/15","7.308","ezz_tj_1_v2"
"21937","1","yogurt","21/04/17","65.016","factory"
"21938","1","KroPP","24/11/12","27.633","falling"
"21940","1","KroPP","13/11/15","19.667","fastjump01a"
"21942","1","g0rky","15/08/12","7.767","fastjump02a"
"21944","1","(MCS)Faderjok","15/07/13","37.782","fastjump03a"
"21946","1","prd","10/09/15","22.963","fastjump04a"
"21948","1","KroPP","16/10/13","16.601","fastneasy"
"21950","1","Lofas","31/08/13","17.098","fastneasy1"
"21952","1","Lofas","04/06/14","24.587","fastneasy2"
"21953","1","GreenJumper","06/01/14","27.283","fastneasy3"
"21955","1","n00k!e","22/09/15","56.895","fataljump1"
"21956","1","KroPP","28/05/14","19.464","fcojump1"
"21958","1","Killa","24/01/13","17.877","fcojump2"
"21960","1","prd","13/03/15","4.800","fdmjump"
"21962","1","KroPP","20/07/13","27.917","fear1"
"21963","1","Goblin","20/08/13","8.144","fear2"
"21965","1","n00k!e","31/10/13","76.852","fear3"
"21966","1","Lofas","12/06/14","4.485","fear4"
"21967","1","Castro","14/04/14","93.935","fearjumps12"
"21968","1","KroPP","30/09/13","30.920","fearjumps13"
"21969","1","n00k!e","31/03/13","49.190","fearjumps16"
"21970","1","n00k!e","22/07/13","29.440","fearjumps17"
"21971","1","Lofas","07/05/13","27.050","fearjumps2"
"21973","1","Castro","20/03/14","43.167","fearjumps6"
"21974","1","APKIS","10/04/15","24.548","fearjumps7"
"21975","1","KroPP","05/01/16","22.107","fearjumps8"
"21977","1","Lofas","07/10/15","12.067","filterjump1"
"21979","1","KroPP","19/02/16","12.449","filterjump2"
"21981","1","n00k!e","24/10/14","22.608","finn1"
"21983","1","KroPP","04/04/15","20.589","firejump1"
"21985","1","KroPP","25/04/14","78.538","firejump2"
"21987","1","RoN!N","03/07/14","38.463","fjumpexam1"
"21988","1","KroPP","18/03/14","38.661","flib1"
"21989","1","KroPP","01/07/14","14.500","floppy_gibbon"
"21991","1","ds.ads","11/11/12","15.122","flunxmap1"
"21993","1","Lofas","13/02/13","23.094","flunxmap2"
"21995","1","Lofas","26/05/13","45.494","fly1"
"21996","1","cr33pz","06/01/16","10.165","fly1a"
"21998","1","Goblin","15/11/15","44.494","fly2"
"21999","1","prd","13/10/16","27.463","flyjumpboy"
"22000","1","KroPP","05/06/14","31.339","forbiddenjump1"
"22001","1","n00k!e","27/12/12","368.421","forbiddenjump10"
"22002","1","prd","10/03/17","42.824","forbiddenjump11"
"22003","1","n00k!e","28/12/12","34.846","forbiddenjump12"
"22004","1","n00k!e","28/11/13","88.798","forbiddenjump13"
"22005","1","prd","01/12/16","14.099","forbiddenjump14"
"22006","1","n00k!e","30/12/12","44.640","forbiddenjump15"
"22007","1","KroPP","15/11/12","27.764","forbiddenjump16"
"22008","1","Goblin","13/04/17","56.951","forbiddenjump17"
"22009","1","KroPP","10/12/12","14.207","forbiddenjump18"
"22010","1","KroPP","27/01/13","77.588","forbiddenjump19"
"22011","1","prd","08/11/16","38.991","forbiddenjump2"
"22012","1","n00k!e","21/11/15","36.521","forbiddenjump20"
"22013","1","Lofas","11/12/12","26.040","forbiddenjump21"
"22014","1","n00k!e","30/12/12","103.700","forbiddenjump22"
"22015","1","KroPP","30/09/13","27.890","forbiddenjump23"
"22016","1","Goblin","02/06/17","55.781","forbiddenjump24"
"22017","1","n00k!e","31/12/12","138.112","forbiddenjump25"
"22018","1","Killa","10/03/15","19.090","forbiddenjump26"
"22019","1","n00k!e","14/04/13","39.466","forbiddenjump27"
"22020","1","Lofas","14/09/13","34.565","forbiddenjump28"
"22021","1","prd","12/12/16","47.423","forbiddenjump29"
"22022","1","n00k!e","13/04/14","35.358","forbiddenjump3"
"22023","1","n00k!e","22/01/14","192.522","forbiddenjump30"
"22024","1","KroPP","20/08/13","90.298","forbiddenjump4b"
"22025","1","n00k!e","05/02/14","202.804","forbiddenjump5"
"22026","1","KroPP","29/11/14","25.657","forbiddenjump6"
"22027","1","KroPP","22/11/14","21.243","forbiddenjump7"
"22028","1","n00k!e","05/02/14","17.976","forbiddenjump8"
"22029","1","KroPP","14/02/15","266.027","forbiddenjump9"
"22030","1","KroPP","12/11/14","14.371","forcejump"
"22031","1","n00k!e","05/01/14","30.454","forkjumping"
"22032","1","KroPP","16/01/15","83.633","fragjump"
"22033","1","Goblin","31/05/14","73.082","fragjump2"
"22034","1","prd","07/06/15","3.343","fragjumpt"
"22035","1","Castro","21/12/13","22.000","freezejump"
"22036","1","KroPP","29/06/13","12.104","frogsjumps"
"22037","1","yogurt","31/10/16","23.396","ft1"
"22038","1","n00k!e","21/04/15","47.094","ft2"
"22039","1","n00k!e","09/02/14","79.281","ft3"
"22040","1","Lofas","04/12/15","55.701","ft4"
"22041","1","KroPP","26/06/13","30.694","funjump"
"22042","1","APKIS","18/02/15","46.177","funjump2"
"22043","1","KroPP","22/02/13","30.901","funjump3"
"22044","1","Castro","01/02/14","45.098","funjump4"
"22045","1","yogurt","31/10/16","37.338","funjump5"
"22046","1","Lofas","18/10/13","41.281","funjump6"
"22047","1","KroPP","13/06/14","54.854","funjump7"
"22048","1","Lofas","12/02/14","130.006","funjump8"
"22049","1","Lofas","14/06/15","28.998","funjumping1"
"22050","1","n00k!e","02/03/15","75.847","funkedup"
"22051","1","Lofas","29/08/14","6.590","fx2"
"22052","1","KroPP","09/03/16","86.994","g_jump1"
"22053","1","neoxotb","10/11/14","71.310","g_jump2"
"22054","1","Casper","09/12/15","27.021","g_jump3"
"22055","1","KroPP","11/04/15","89.161","g_jump4"
"22056","1","APKIS","19/02/16","8.069","gaborjump1"
"22057","1","mule_0wnz","13/01/16","10.630","gaborjump2"
"22058","1","GreenJumper","17/01/15","14.861","gaborjump3a"
"22059","1","KroPP","17/01/15","1.388","gay1"
"22060","1","a2ha","30/12/15","1.361","gay10"
"22061","1","ace","25/04/17","2.185","gay11"
"22062","1","ace","04/12/15","1.444","gay12"
"22063","1","quazilin","13/11/13","1.265","gay13"
"22064","1","theloneranger","05/06/14","1.205","gay14"
"22065","1","cr33pz","11/02/15","1.595","gay2"
"22066","1","Lofas","18/08/13","1.180","gay3"
"22067","1","cr33pz","07/06/14","1.685","gay4"
"22068","1","ToRc}{","22/07/14","1.337","gay5"
"22069","1","^WhIzArD^","12/05/16","2.768","gay6"
"22070","1","Lofas","19/08/13","2.729","gay7"
"22071","1","UniBG","28/05/12","1.243","gay8"
"22072","1","santher","25/09/13","1.470","gay9"
"22073","1","Lofas","18/08/14","16.036","ghost_race"
"22074","1","Castro","11/03/14","26.729","gibbonjump01"
"22075","1","Goblin","06/03/16","55.915","gibbonjump02b"
"22076","1","APKIS","07/10/15","47.948","gibbonjump03"
"22077","1","KroPP","30/05/14","33.444","gibbonjump04"
"22078","1","ds.ads","04/01/13","62.256","gibbonjump05"
"22079","1","KroPP","14/01/15","112.042","gibbonjump06"
"22080","1","rl","20/11/16","60.027","gibbonjump07"
"22081","1","Lofas","20/12/12","22.837","gibbonjump09"
"22082","1","santher","23/07/14","32.395","gj1"
"22083","1","APKIS","02/03/16","35.200","gj2"
"22084","1","Lofas","13/03/14","11.717","gj3"
"22085","1","n00k!e","07/05/12","35.060","gj4"
"22086","1","KroPP","28/08/13","20.351","gj5"
"22087","1","Lofas","31/08/13","30.978","gj6"
"22088","1","KroPP","24/11/12","36.603","glock1"
"22089","1","KroPP","03/07/14","68.612","glockfj3"
"22090","1","KroPP","21/05/14","39.489","glockj1"
"22091","1","KroPP","08/04/15","41.990","glockobj"
"22092","1","n00k!e","26/07/13","6.006","godsquickiebeta"
"22093","1","KroPP","22/09/13","29.930","gonadz"
"22094","1","ace","15/02/17","11.756","gouki1"
"22095","1","ace","20/05/16","14.312","gouki2"
"22096","1","KroPP","21/03/16","44.923","gouki3"
"22097","1","Goblin","19/06/15","44.348","gouki4"
"22098","1","APKIS","17/01/15","31.103","gouki5"
"22099","1","maq","19/05/16","94.622","gouki6"
"22493","1","_PLAY_","01/01/13","25.401","goukimaze"
"22494","1","_PLAY_","13/08/14","32.876","goukimaze2"
"22495","1","yogurt","14/05/17","138.384","goukimaze3"
"22497","1","prd","26/10/16","20.718","goukispeed1"
"22499","1","quazilin","07/03/14","46.464","gowni"
"22500","1","Lofas","20/10/13","15.835","gq1a"
"22502","1","Castro","20/11/14","15.180","gq2a"
"22503","1","n00k!e","15/03/15","17.707","gr_lava"
"22505","1","GreenJumper","16/03/14","26.303","grbb"
"22506","1","KroPP","01/12/12","15.158","grjump"
"22507","1","KroPP","19/12/15","13.283","grjump1"
"22508","1","KroPP","10/11/14","18.044","grjump2"
"22509","1","KroPP","28/11/14","32.637","grjump3"
"22510","1","KroPP","06/01/14","49.874","grjump4b"
"22511","1","KroPP","18/12/15","32.830","grjump5"
"22512","1","KroPP","19/12/15","15.254","grjump6b"
"22513","1","KroPP","06/01/14","29.861","grjump7"
"22514","1","KroPP","07/01/14","24.800","grjump8"
"22515","1","Lofas","22/07/15","22.748","grjump9"
"22516","1","n00k!e","02/07/13","17.803","grrooms"
"22518","1","n00k!e","18/09/15","13.760","gunnajump1"
"22520","1","prd","09/02/16","21.417","gurktest"
"22521","1","KroPP","12/06/15","11.482","gxjump1"
"22523","1","KroPP","09/04/15","24.697","gxjump2"
"22525","1","KroPP","22/06/14","43.210","gxjump3"
"22526","1","KroPP","22/11/14","37.275","gxjump4"
"22528","1","KroPP","05/07/15","89.939","gxjump5"
"22529","1","KroPP","19/11/14","20.175","gxjumpl33t"
"22530","1","Lofas","07/08/12","14.555","h4ppyjump1a"
"22532","1","n00k!e","26/10/15","5.879","h4ppyjump2"
"22534","1","GreenJumper","21/01/16","3.303","h4ppyjump3"
"22536","1","n00k!e","19/09/15","7.586","h4ppyjump4"
"22538","1","prd","02/08/15","4.361","h4ppyjump5"
"22540","1","APKIS","10/07/15","11.455","h4ppyjump6"
"22542","1","Killa","11/02/16","5.374","h4ppyjump7"
"22544","1","n00k!e","26/10/14","13.118","h4ppyjump8a"
"22546","1","KroPP","04/05/14","41.911","h4z3_6"
"22547","1","Castro","26/03/14","12.970","h4z3_maze"
"22549","1","KroPP","27/12/13","10.191","h4z3s_tryout_map"
"22551","1","APKIS","06/03/16","30.185","hahn1"
"22552","1","KroPP","17/01/15","159.295","hall_of_fame"
"22553","1","KroPP","19/11/14","55.489","hannibal"
"22554","1","KroPP","09/04/15","52.017","hardjump2"
