,pos,name,date,time,map
5394,4,ace,1/12/2015,6.202,as4
5401,4,ace,4/10/2014,57.505,ashfuture
5424,4,ace,20/11/16,12.817,atr_kjump4
5428,4,ace,10/7/2015,10.512,atr_kjump9
5431,4,ace,27/10/15,26.516,b0at12
5438,4,ace,12/3/2017,35.371,b0atnewb2
5491,4,ace,24/11/14,19.55,bluejumps2
5492,4,ace,15/11/14,11.183,bodyjumps
5495,4,ace,12/4/2015,19.41,brudny1o1
5496,4,ace,16/01/17,159.164,brunixone_b9
5534,4,ace,29/07/15,22.338,c1jumps24
5535,4,ace,10/5/2014,19.384,c1jumps25
5539,4,ace,30/04/15,28.498,c1jumps5
5540,4,ace,31/03/17,7.271,c1jumps6
5541,4,ace,6/12/2016,23.626,c1jumps7
5562,4,ace,7/8/2015,6.485,carnage_jumps6
5575,4,ace,11/8/2016,42.226,castrocross3
5576,4,ace,5/11/2014,25.515,castrocrosseat
5582,4,ace,9/2/2015,103.911,castroenduro1
5598,4,ace,26/02/15,71.431,cheesyjump1
5629,4,ace,25/02/15,5.995,ckjump2
5648,4,ace,25/11/14,53.345,crazy1
5655,4,ace,21/11/14,32.041,crossrace1
5676,4,ace,29/10/14,55.75,danjumps2
5708,4,ace,19/11/16,3.677,decinojump13
5753,4,ace,12/5/2015,157.111,div1final2014
5759,4,ace,26/03/17,19.577,dj_speedway1
5766,4,ace,19/10/14,21.955,dope1
5770,4,ace,21/11/14,207.199,dopjump2
5778,4,ace,20/01/15,52.812,draxi2
5781,4,ace,19/10/16,26.814,draxi5
5786,4,ace,30/03/17,16.767,draxi_run02
5787,4,ace,5/8/2015,9.865,drdm4
5804,4,ace,20/01/16,11.474,ecljump8
5824,4,ace,20/10/16,27.888,edge_rocket
5835,4,ace,4/10/2014,27.132,edvinjump9
5842,4,ace,23/03/15,29.767,eljump1
5858,4,ace,10/7/2015,259.42,eternity04
5865,4,ace,19/05/14,41.772,etwjump6a
5947,4,ace,23/03/16,506.256,forbiddenjump9
5952,4,ace,14/06/15,3.376,fragjumpt
5962,4,ace,27/07/15,49.955,funjump6
5965,4,ace,6/4/2016,104.433,funkedup
5968,4,ace,24/11/16,78.265,g_jump2
5975,4,ace,27/05/16,1.373,gay10
51003,4,ace,15/10/15,48.223,glockj1
51016,4,ace,10/11/2014,16.481,gq1a
51017,4,ace,21/11/16,16.741,gq2a
51046,4,ace,4/5/2014,61.386,h4z3_6
51051,4,ace,28/07/15,84.557,hannibal
51183,4,ace,15/02/16,51.437,icemap1a
51212,4,ace,25/12/14,13.356,jasonjumps3r
51239,4,ace,9/10/2015,12.864,jjump2
51257,4,ace,19/01/15,10.271,jojump14
51264,4,ace,24/11/15,14.33,jojump20
51299,4,ace,2/12/2015,4.095,jumpish11
51306,4,ace,17/02/16,13.777,jumpish16
51312,4,ace,4/11/2015,4.955,jumpish21
51350,4,ace,7/11/2015,5.583,jumps_tryout
51386,4,ace,11/6/2015,11.328,kfmap2
51392,4,ace,19/11/15,33.896,khainejumps6
51410,4,ace,9/6/2015,27.058,kokos3
51423,4,ace,18/04/15,21.751,kropp1
51449,4,ace,4/8/2015,7.007,lilredsarcticjumps
51473,4,ace,7/1/2016,16.064,lucimap4
51491,4,ace,20/06/15,15.13,masterjumps1
51539,4,ace,18/10/14,22.361,mulemap19
51559,4,ace,31/05/16,21.093,ned25-jump
51583,4,ace,24/11/15,12.387,neur0jumps3
51609,4,ace,7/10/2016,153.191,nwjump
51613,4,ace,3/11/2015,13.97,omegarace_03
51629,4,ace,30/11/15,15.293,phxjump13
51663,4,ace,26/03/17,57.539,phxjump5
51682,4,ace,28/02/16,4.396,pimp6
51695,4,ace,24/06/15,13.472,piratejump
51785,4,ace,10/2/2017,27.901,popsrace2
51810,4,ace,6/4/2015,39.401,q2shi7
51818,4,ace,28/12/15,31.43,quazjump4
51835,4,ace,23/10/15,9.708,qwestjump4
51848,4,ace,8/4/2017,11.083,rajm3
51849,4,ace,14/02/17,28.103,rajm4
51914,4,ace,27/01/16,42.202,rjump9beta
51921,4,ace,12/4/2016,222.756,sabrespookjump2
51932,4,ace,20/02/16,3.596,secondz6
51943,4,ace,31/03/17,6.927,servermap4
51949,4,ace,7/10/2014,7.667,servermap7
51968,4,ace,13/08/15,15.565,sjump1
51973,4,ace,18/02/16,30.095,sk3lsjump11
51974,4,ace,5/6/2014,64.823,sk3lsjump12
51991,4,ace,3/4/2016,33.765,sk3lsjump29
52040,4,ace,16/02/16,3.992,slipmap19b
52099,4,ace,17/05/15,12.024,snakerace1edit
52197,4,ace,1/4/2017,24.034,spjump10
52223,4,ace,6/7/2015,78.328,spjump34
52236,4,ace,13/02/16,3.674,spskate1
52238,4,ace,9/9/2015,3.322,spskate2
52274,4,ace,2/11/2015,15.928,st0rm1
52281,4,ace,26/03/17,10.826,stiffjump3
52283,4,ace,30/03/16,34.262,stilljump1
52293,4,ace,13/03/15,32.943,stubbsyjump1
52301,4,ace,14/10/16,63.079,stubbsyjump18
52302,4,ace,14/10/16,64.684,stubbsyjump19
52305,4,ace,20/06/14,69.153,stubbsyjump21
52311,4,ace,18/10/15,127.683,stubbsyjump27
52320,4,ace,5/8/2015,801.897,stubbsyjump39
52321,4,ace,24/06/15,54.179,stubbsyjump4
52329,4,ace,20/02/16,35.957,stubbsyjump8
52331,4,ace,31/03/17,50.982,stubbsyjumpvendm2
52370,4,ace,6/11/2014,25.64,thenewcastro1
52374,4,ace,17/04/15,136.387,thewill10
52410,4,ace,12/10/2015,27.085,thewill44
52431,4,ace,31/08/16,8.342,thewill66
52433,4,ace,17/02/16,9.973,thewill68
52457,4,ace,21/10/15,8.172,toxicjump
52530,4,ace,7/9/2015,25.936,wcjmp1
52580,4,ace,26/03/15,49.555,xqicedom
52599,4,ace,24/04/17,14.289,xqjump26
52621,4,ace,4/5/2015,35.627,xqjump41
52657,4,ace,1/11/2016,23.567,xspawnjump_2
52664,4,ace,24/03/16,18.634,zfm_jump
52702,4,ace,2/11/2015,143.968,rapture02
52712,4,ace,26/11/15,18.481,duelingtowers
52718,4,ace,4/1/2016,15.566,adrenjumps49
52723,4,ace,12/1/2016,34.884,adrenjumps50
52724,4,ace,27/03/17,47.604,stonerjumps1
52732,4,ace,30/01/16,16.189,0wnz6
52737,4,ace,12/2/2016,116.052,stonerjumps6
52743,4,ace,28/02/16,27.263,layers06
52748,4,ace,20/03/16,49.764,stonerjumps13
52760,4,ace,7/12/2016,15.14,locus2
52765,4,ace,6/3/2017,39.733,mzcagain
412,3,ace,4/12/2014,19.67,1jumpmap
436,3,ace,7/5/2017,55.017,4race4
439,3,ace,4/2/2016,48.722,4race7
440,3,ace,9/4/2017,41.48,4race8
499,3,ace,1/11/2015,82.661,acejumps07
4100,3,ace,9/9/2015,13.079,acejumps08
4109,3,ace,17/06/15,8.516,action_big
4147,3,ace,11/8/2015,34.423,adrenjumps3
4148,3,ace,11/4/2016,5.206,adrenjumps30
4175,3,ace,14/03/17,9.935,adrqj3
4182,3,ace,16/02/16,8.441,ajumpb
4201,3,ace,10/2/2015,27.641,aljump15
4243,3,ace,25/08/15,12.961,aljump32
4255,3,ace,16/08/16,18.506,alrocket1
4268,3,ace,28/11/14,19.164,alt2
4308,3,ace,13/02/17,167.236,apocalypse
4344,3,ace,29/05/14,46.063,apocalypse19
4353,3,ace,3/12/2014,607.275,apocalypse27
4363,3,ace,10/10/2015,64.364,apocalypse34
4369,3,ace,20/10/16,125.68,apocalypse4
4387,3,ace,4/3/2017,28.396,apocalypse58
4388,3,ace,20/09/15,136.818,apocalypse6
4479,3,ace,21/05/17,48.106,ariejump53
4481,3,ace,1/8/2015,225.764,ariejump55
4507,3,ace,13/04/15,18.008,as17
4554,3,ace,15/10/16,248.264,ashtonsjumps3
4555,3,ace,29/06/15,398.173,ashtonsjumps4
4599,3,ace,6/12/2016,70.102,bigrace
4609,3,ace,27/05/16,5.786,bkjump4
4644,3,ace,27/11/15,5.988,bkjump6
4676,3,ace,17/03/15,47.863,bubjump2
4683,3,ace,11/3/2017,15.229,bw
4684,3,ace,8/3/2017,152.439,bw2
4685,3,ace,8/11/2015,55.128,bw3easy
4764,3,ace,16/02/16,10.88,carnage_jumps2
4779,3,ace,6/5/2016,21.767,castrocross
4784,3,ace,17/11/14,34.403,castroeat
4803,3,ace,17/11/16,21.437,cautionjumpz1
4805,3,ace,4/11/2015,31.774,check9b
4854,3,ace,22/05/17,34.558,cityjump1
4863,3,ace,23/01/17,10.041,ckjump3
4871,3,ace,9/2/2016,52.982,clipzratrace
4878,3,ace,22/05/14,18.865,corejumps2
4897,3,ace,2/3/2017,54.687,d3ljump4
4900,3,ace,23/03/17,48.699,d3ljump6b
4902,3,ace,14/01/16,97.265,d3ljump8a
4956,3,ace,26/03/17,41.655,ddjump2a
4974,3,ace,25/10/16,51.788,decerjump5
4985,3,ace,3/12/2014,9.889,decinojump15
41001,3,ace,21/05/17,9.167,demon_cj
41018,3,ace,30/11/15,10.079,dj_half_pipe
41025,3,ace,18/04/15,36.068,dkor
41031,3,ace,12/11/2014,154.067,dopjump
41037,3,ace,7/6/2015,9.715,drachsjump2b1
41054,3,ace,11/4/2016,92.27,dungeon
41056,3,ace,13/11/14,13.344,dxjump2
41070,3,ace,24/04/15,58.652,ecllv2
41094,3,ace,5/12/2016,17.981,ejump3
41180,3,ace,23/07/15,51.972,esjumps4
41183,3,ace,15/07/15,1402.648,eternity
41186,3,ace,12/10/2016,187.435,eternity03
41200,3,ace,10/11/2014,117.136,everjump4
41206,3,ace,17/11/14,92.38,exjumping
41221,3,ace,20/10/15,27.93,fastneasy3
41242,3,ace,11/4/2017,88.094,firejump2
41250,3,ace,21/12/15,53.558,fly2
41277,3,ace,30/11/16,84.643,fragjump2
41283,3,ace,25/04/17,120.484,ft2
41312,3,ace,29/03/17,1.707,gay4
41320,3,ace,27/01/17,18.694,ghost_race
41326,3,ace,4/1/2016,36.865,gibbonjump09
41376,3,ace,9/11/2016,102.308,gxjump5
41417,3,ace,31/03/17,17.348,hellfire_16
41422,3,ace,24/11/16,21.22,hellfire_20
41423,3,ace,23/06/15,36.279,hellfire_21
41430,3,ace,4/5/2015,100.809,hellfire_28
41436,3,ace,20/02/16,43.816,hellfire_33
41523,3,ace,19/10/15,5.553,jasonjumps2
41531,3,ace,19/10/16,18.541,jbtujump1
41611,3,ace,1/3/2017,12.82,jumper
41621,3,ace,18/02/16,17.981,jumphard5
41642,3,ace,2/12/2015,3.782,jumpish23
41657,3,ace,4/11/2016,17.637,jumpish37
41658,3,ace,9/4/2017,47.466,jumpish38
41672,3,ace,18/10/15,12.781,jumpjail2
41688,3,ace,7/10/2014,70.773,jumpwar10
41691,3,ace,6/11/2015,21.349,jumpwar2
41697,3,ace,18/01/15,58.499,jumpwar7
41717,3,ace,4/1/2017,19.352,kenjump1
41718,3,ace,8/2/2015,27.934,kenjump2
41735,3,ace,3/3/2015,42.79,killer2
41738,3,ace,9/8/2015,45.505,kjumps1
41739,3,ace,14/08/15,39,kjumps2
41746,3,ace,9/4/2016,98.957,kokos1
41784,3,ace,8/10/2014,56.092,ldjump2
41809,3,ace,10/4/2015,9.501,lucijump5a
41825,3,ace,15/04/15,22.507,madjumping2004_1
41829,3,ace,2/8/2015,12.636,madjumping4
41861,3,ace,19/04/15,81.606,miscjmpz2a
41883,3,ace,31/07/15,5.5,mulemap11
41886,3,ace,16/06/16,30.811,mulemap14
41898,3,ace,6/1/2015,8.994,mulemap24
41907,3,ace,10/10/2015,5.979,mzc2complete
41909,3,ace,20/06/15,9.108,mzc_action1
41911,3,ace,13/04/15,10.639,n00bjumps
41920,3,ace,15/11/15,41.385,neox5
41925,3,ace,3/4/2016,81.489,neox_2_01
41942,3,ace,14/02/16,19.687,nephi6
41960,3,ace,23/10/16,11.882,njump1a2
41978,3,ace,5/4/2017,35.708,omegarace_01
41991,3,ace,8/10/2014,40.738,owner5
42040,3,ace,3/11/2016,70.913,phxjump55
42048,3,ace,3/5/2015,8.241,phxnoob4
42051,3,ace,7/3/2015,4.019,pimp2
42054,3,ace,28/01/16,3.198,pimp5
42069,3,ace,6/12/2015,7.157,pjump1
42070,3,ace,15/11/14,3.837,platoj5
42096,3,ace,5/7/2015,12.765,poejump1
42287,3,ace,18/02/16,53.217,popsjumpin20
42362,3,ace,3/11/2015,13.483,qw_r_j1
42378,3,ace,22/11/14,36.366,r3_dj
42401,3,ace,20/01/17,28.737,rampspy
42408,3,ace,24/10/15,4.566,rare_trick
42442,3,ace,13/06/15,5.726,retractjump3
42472,3,ace,24/06/15,4.971,secondz4
42480,3,ace,8/11/2015,10.617,segajump1
42499,3,ace,14/12/16,14.81,shais_jump2
42526,3,ace,11/12/2014,27.495,sk3lsjump20
42541,3,ace,31/10/16,67.967,sk3lsjump33
42545,3,ace,8/10/2014,29.627,sk3lsjump37
42553,3,ace,9/3/2015,165.816,sk3lsjump45
42554,3,ace,4/11/2016,85.658,sk3lsjump46
42558,3,ace,4/4/2016,12.891,sk3lsjump5
42574,3,ace,11/5/2016,9.84,skilljumpz2
42595,3,ace,7/4/2015,33.348,slipmap18
42610,3,ace,2/11/2016,161.107,slipmap32
42625,3,ace,26/10/16,89.406,slipmap44
42633,3,ace,23/11/15,13.186,slipmap8
42636,3,ace,20/11/16,43.505,slowjump1
42677,3,ace,27/06/16,59.985,speed
42698,3,ace,19/04/15,40.043,spjump24
42707,3,ace,12/12/2016,60.219,spjump32b
42748,3,ace,11/2/2016,16.535,spytrick2
42800,3,ace,13/06/15,38.695,stubbsyjump2
42824,3,ace,2/11/2015,1171.561,stubbsyjump42
42854,3,ace,9/12/2015,4.335,test0rv0.5
42857,3,ace,7/5/2017,34.16,tgajump1
42888,3,ace,7/2/2017,26.193,thewill19
42900,3,ace,10/10/2015,6.231,thewill27
42919,3,ace,22/10/14,67.504,thewill40
42931,3,ace,27/02/16,43.131,thewill51
42966,3,ace,22/04/16,27.098,tonyscage
42989,3,ace,6/7/2015,35.746,triggz-jump18
43019,3,ace,15/10/15,44.489,ughhjumps3
43040,3,ace,3/4/2016,26.82,uzijump1
43042,3,ace,7/1/2016,82.492,vjjump3
43048,3,ace,20/06/15,40.616,void6
43065,3,ace,31/12/15,18.629,winjump4
43336,3,ace,22/07/15,31.205,xqjump20
43370,3,ace,17/12/16,6.144,xqjump45
43387,3,ace,8/8/2015,14.618,xqnewb2
43416,3,ace,15/07/15,55.044,ziolojumps8
43426,3,ace,14/08/15,47.405,iceicebaby
43429,3,ace,19/10/15,21.592,mzc4
43433,3,ace,12/8/2015,17.462,mzc10
43443,3,ace,2/10/2015,31.622,layers02
43447,3,ace,26/10/15,208.885,rapture01
43455,3,ace,14/11/15,24.574,bw5
43470,3,ace,10/1/2016,28.593,n00bz0r-05
43478,3,ace,26/01/16,101.737,stonerjumps4
43479,3,ace,5/2/2016,60.057,acejumps22
43492,3,ace,26/02/16,85.726,stonerjumps10
43500,3,ace,25/04/16,214.583,acejumps27
43504,3,ace,27/12/16,89.615,hangtime2-1
43505,3,ace,18/10/16,65.328,kr3w-2
43512,3,ace,27/12/16,19.721,acejumps33
43513,3,ace,18/01/17,22.546,mako1
43514,3,ace,5/3/2017,32.536,acejumps35
312,2,ace,23/04/16,27.645,132tree
358,2,ace,4/3/2016,60.973,4race6
3100,2,ace,23/05/17,27.802,a2-02-moonrace_1
3127,2,ace,12/11/2014,42.583,acejumps01
3138,2,ace,30/12/16,190.559,acejumps11
3142,2,ace,28/07/15,39.729,acejumps16
3275,2,ace,15/02/16,22.289,aljump16
3286,2,ace,20/05/17,2.528,aljump22
3293,2,ace,31/10/15,9.486,aljump27
3298,2,ace,20/06/15,40.173,aljump30
3307,2,ace,17/04/15,11.131,aljumpnoob3
3360,2,ace,2/11/2016,137.703,alt11
3377,2,ace,2/11/2016,40.129,alt8
3466,2,ace,15/12/15,26.058,apkisjump5
3469,2,ace,14/10/16,145.964,apocalypse11
3473,2,ace,28/10/16,19.089,apocalypse15
3492,2,ace,24/02/15,27.487,apocalypse2b
3497,2,ace,28/10/15,34.893,apocalypse33
3499,2,ace,10/2/2017,10.191,apocalypse35
3704,2,ace,6/3/2017,38.834,ariejump6
3806,2,ace,21/08/15,38.638,astejumpz1
3868,2,ace,4/1/2015,26.838,atr_kjump10
3882,2,ace,4/8/2015,86.422,b0at11
3981,2,ace,6/12/2016,34.877,bkjump3
3988,2,ace,5/12/2015,5.816,bkjump8
3990,2,ace,25/10/16,331.755,bkjump9
31006,2,ace,6/1/2015,37.534,bluehardjumps1
31059,2,ace,24/10/16,39.724,calijump1
31098,2,ace,4/12/2015,4.77,castrorace
31261,2,ace,23/11/15,3.201,cjmps3
31263,2,ace,14/11/14,157.524,cjumps1
31283,2,ace,26/03/17,3.543,cobra1
31286,2,ace,19/08/15,30.105,cosjumpz
31304,2,ace,21/07/15,31.396,d3ljump2a
31322,2,ace,23/10/16,52.896,danjumps5
31356,2,ace,12/4/2017,133.551,decinojump10
31359,2,ace,10/2/2017,56.079,decinojump12
31373,2,ace,10/11/2016,79.939,decinojump4
31403,2,ace,10/6/2016,85.755,direkjumps4
31523,2,ace,21/06/15,221.999,eternity02
31537,2,ace,11/4/2016,76.3,everjump2
31547,2,ace,20/10/16,32.365,exjumping2
31560,2,ace,12/1/2017,17.489,fastneasy1
31573,2,ace,23/03/15,46.351,fearjumps13
31593,2,ace,8/2/2017,24.972,flunxmap2
31726,2,ace,11/12/2016,13.95,grjump1
31728,2,ace,20/05/16,43.098,grjump3
31760,2,ace,11/2/2016,5.377,h4ppyjump7
31777,2,ace,18/12/16,5.713,hawkjmp2
31823,2,ace,14/02/16,51.804,hellfire_38
31839,2,ace,25/10/16,35.345,hellfire_52
31847,2,ace,24/04/17,10.879,hellfire_6
31865,2,ace,30/11/15,19.611,hilljumps
31903,2,ace,9/4/2015,177.399,indorjump6
31920,2,ace,17/04/16,82.755,jblazejmp1
31940,2,ace,27/03/17,13.887,jfp
31946,2,ace,10/10/2015,8.958,jiggajump5
31951,2,ace,5/5/2015,3.283,jjump4
31976,2,ace,27/04/16,39.647,jojump16
32001,2,ace,13/10/15,10.263,jump2thesky
32003,2,ace,15/09/15,5.686,jump_training
32008,2,ace,27/01/16,6.263,jumpdm1
32009,2,ace,17/10/15,8.885,jumpeasy1
32024,2,ace,24/06/15,7.767,jumpish13
32061,2,ace,12/6/2015,9.636,jumplava2
32072,2,ace,7/3/2015,12.42,jumptest
32494,2,ace,9/12/2016,45.066,luumjump1
32501,2,ace,8/5/2015,365.727,madjumping2001
32510,2,ace,17/04/15,12.987,madjumping6
32519,2,ace,18/10/15,22.309,maximumred
32542,2,ace,7/2/2017,67.728,miscjmpz1a
32555,2,ace,14/04/15,86.973,moomap4
32567,2,ace,27/06/16,23.239,mulejumps3
32591,2,ace,14/08/15,9.503,mzc1
32655,2,ace,19/10/14,17.269,ngqjump1
32670,2,ace,31/12/15,24.263,novajump2
32697,2,ace,27/07/15,28.721,owner7
32704,2,ace,10/3/2015,89.928,phxjump
32720,2,ace,27/10/15,80.644,phxjump24
32743,2,ace,26/04/17,117.321,phxjump41
32768,2,ace,31/03/17,3.761,pimp1
32840,2,ace,21/04/16,65.178,podjump
32952,2,ace,13/06/15,9.275,qdtjump1
33015,2,ace,1/12/2015,2.253,ramptest1
33024,2,ace,2/8/2015,174.149,rareclipzjump4
33525,2,ace,28/11/15,30.65,sk3lsjump14
33534,2,ace,13/02/17,21.319,sk3lsjump22
33558,2,ace,15/07/16,69.898,sk3lsjump40
33566,2,ace,14/11/14,195.817,sk3lsjump49
33598,2,ace,5/2/2016,44.29,slipmap12
33617,2,ace,20/02/16,10.01,slipmap26
33634,2,ace,14/11/14,21.821,slipmap3a
33714,2,ace,8/4/2017,12.906,spjump17
33757,2,ace,3/5/2015,2.189,spskate3
33777,2,ace,25/02/16,31.194,spytrick1
33823,2,ace,3/6/2017,11.606,strafejumping
33861,2,ace,19/03/16,388.762,stubbsyjump35
33863,2,ace,23/03/17,305.222,stubbsyjump37
33873,2,ace,19/10/15,18.672,stubbsyjump6
33880,2,ace,5/12/2016,27.568,talljump3
33907,2,ace,16/12/15,8.362,tgajump3
33921,2,ace,13/10/15,2.455,thejump
33966,2,ace,10/11/2014,400.485,thewill34
33996,2,ace,5/2/2017,8.673,thewill56
34029,2,ace,19/01/16,28.788,towercrates
34615,2,ace,2/11/2016,33.222,wtf
34623,2,ace,3/19/2015,11.477,xcjump1
34627,2,ace,26/03/17,61.144,xjump1
34640,2,ace,29/09/15,10.84,xqcrap5
34648,2,ace,10/2/2017,2.744,xqjump12
34657,2,ace,20/11/16,24.867,xqjump18
34717,2,ace,3/11/2016,10.758,xqjump8
34742,2,ace,24/11/15,6.463,xyzjump1
34763,2,ace,3/8/2016,190.693,acejumps17
34766,2,ace,5/2/2016,19.742,iceicebaby2
34770,2,ace,19/01/16,21.785,mzc7
34811,2,ace,6/1/2016,304.485,acejumps21
34818,2,ace,10/12/2016,65.203,stonerjumps3
34829,2,ace,16/02/16,90.415,stonerjumps7
34837,2,ace,15/03/16,77.441,stonerjumps12
34839,2,ace,23/03/16,392.734,acejumps25
34841,2,ace,10/4/2016,170.089,hangtime2-2
34843,2,ace,29/05/16,19.758,fly2_ice
34844,2,ace,31/10/16,61.767,acejumps29
34845,2,ace,18/07/16,27.148,acejumps30
34850,2,ace,26/10/16,31.603,layers07
34851,2,ace,31/10/16,179.418,acejumps32
34854,2,ace,7/12/2016,22.038,locus3
34857,2,ace,21/02/17,6801.985,ataraxia
34858,2,ace,4/3/2017,43.364,acejumps34
34861,2,ace,8/4/2017,53.952,acejumps36
34862,2,ace,23/03/17,35.025,mzccross
2153,1,ace,18/10/15,32.181,acejumps06
2497,1,ace,7/3/2015,3.241,aljump4
2602,1,ace,12/2/2017,33.019,alt19
2700,1,ace,21/06/15,34.092,ancientgouki4
2704,1,ace,31/05/16,18.357,ancientgouki7
21378,1,ace,8/2/2016,59.786,blastjump2
21542,1,ace,14/04/17,4.776,castrorace2
21682,1,ace,30/03/17,8.58,ddrace
21735,1,ace,29/11/16,29.816,demijump
21743,1,ace,25/10/16,17.967,denjump2
21745,1,ace,11/12/2016,5.806,denjump3
21756,1,ace,17/04/15,10.771,direkjumps2
21813,1,ace,21/11/14,26.785,dsoq2
21870,1,ace,12/3/2017,47.775,edvinjump7
21893,1,ace,14/02/17,11.19,epicjump2
22061,1,ace,25/04/17,2.185,gay11
22062,1,ace,4/12/2015,1.444,gay12
22094,1,ace,15/02/17,11.756,gouki1
22095,1,ace,20/05/16,14.312,gouki2
22580,1,ace,16/08/15,17.967,hellfire_15
22669,1,ace,9/4/2017,3.277,hitjumps
22759,1,ace,4/11/2016,9.526,jiggajump3c
22928,1,ace,30/11/15,2.215,jumpish7
23065,1,ace,4/8/2016,24.524,lazyjump2_test1
23677,1,ace,22/10/15,21.666,madjumping2002
23689,1,ace,27/04/16,16.126,madjumping8
23730,1,ace,14/03/17,15.002,moomap10
23740,1,ace,14/02/17,13.532,moomap3
23745,1,ace,1/8/2015,49.953,moomap8
23798,1,ace,18/12/16,6.177,nahjump1
23834,1,ace,10/12/2016,4.292,nephi5
24001,1,ace,25/04/17,4.009,pimp4
24005,1,ace,4/12/2015,3.109,pimp8
24037,1,ace,29/03/17,53.958,play8
24061,1,ace,15/09/15,55.087,popsjmp3
24864,1,ace,16/10/14,30.597,qwerty3
24957,1,ace,22/11/16,22.681,rekhanjump1
24971,1,ace,26/06/15,10.881,retractramp
25010,1,ace,8/2/2015,4.387,servermap3
25012,1,ace,1/4/2017,4.353,servermap5
25013,1,ace,31/03/17,5.664,servermap6
25048,1,ace,2/5/2017,66.299,sk3lsjump24
25062,1,ace,27/05/16,104.158,sk3lsjump38
25066,1,ace,18/08/15,57.514,sk3lsjump41
25067,1,ace,6/2/2017,177.982,sk3lsjump42
25087,1,ace,14/04/17,3.59,skatejumps
25839,1,ace,11/5/2016,9.884,slipmap15
25859,1,ace,16/05/17,27.214,slipmap29
25913,1,ace,6/11/2015,2.54,smaug4
25931,1,ace,16/12/16,13.359,snakej9a
25947,1,ace,29/12/16,60.272,sonicjump9
25983,1,ace,10/12/2016,20.027,spjump31a
26008,1,ace,19/05/17,4.088,spydajump1
26902,1,ace,24/11/15,9.771,tehjump5
27031,1,ace,1/12/2015,4.379,thewill9
27068,1,ace,23/08/15,25.479,triggz-jump6
27071,1,ace,8/2/2015,5.517,triggz-jump9
27925,1,ace,15/05/15,7.798,wauwau10
28017,1,ace,1/11/2015,13.239,xqjump28
28022,1,ace,10/6/2015,4.294,xqjump32
28065,1,ace,3/4/2016,43.044,xysanttreehouse
28940,1,ace,5/12/2015,32.725,acejumps18
28982,1,ace,8/4/2016,70.859,acejumps26
28989,1,ace,5/2/2017,60.608,acejumps28
28994,1,ace,7/4/2017,13.261,locus1
